"de","en"
"Dies ist insbesondere darauf zurückzuführen, daß der Verschleißausgleich prinzipiell zu Beginn des Ausrückwegs stattfindet und unabhängig von der Größe des daran anschließenden Ausrückwegs ist.","This is a particular result of the fact that the wear compensation in principle takes place at the start of the disengagement path and is independent of the length of the subsequent disengagement path."
"Um das tafelförmige Element bei der Bearbeitung des unteren horizontalen Randes zuverlässig abzustützen, ist erfindungsgemäß vorgesehen, daß auf der der Stützwand zugekehrten Seite der Transporteinrichtung frei drehbare Stützrollen vorgesehen sind, deren am tafelförmigen Element anliegende Bereiche im wesentlichen in der Ebene der Stützwand liegen.","In order to reliably support the plate-shaped element during treatment of the bottom horizontal edge, the provision is made according to this invention that freely rotatable supporting rollers are arranged on the side of the conveying means facing the supporting wall; the areas of these rollers that are in contact with the plate-shaped element are located substantially in the plane of the supporting wall."
"Hierbei tritt eine abwärts gerichtete Verlängerung des Kniegelenks-23 in eine Rastklaue 32 am ortsfesten Widerlager 28 im wesentlichen durch eine quer zur Ebene des Flügels 3 und des feststehenden Rahmens 1 gerichtete Schwenkbewegung ein.","A downwardly-directed extension of the pivot 23 engages a notch claw 32 at the stationary abutment 28, of the closure 3 and of the stationary frame 1."
"Zur Mattierung von orange-stichigen Blondnuancen können insbesondere blaue, direktziehende Farbstoffe eingesetzt werden.","Blue substantive dyes may in particular be used for matting blond shades with an orange cast."
"Der Abstand der Ausnehmungen 38 zu den Kupplungsstücken 30 an jeden Befestigungshalter 28 entspricht dem Abstand der Zapfen 46 zu den Fangausnehmungen 48 an den Befestigungsteilen 40, so daß die Zapfen 46 von den Ausnehmungen 38 erfaßt werden, wenn die Kupplungsstücke 30 in die Fangausnehmungen 48 eingetreten sind.","The spacing of the recess 38 from the coupler element 30 of each of the holders 28 is the same as the spacing between the pin 46 and the receptacle 48 of a respective mounting bracket 40 so that the recess 38 is engaged with the pin 46 when the coupler element 30 is received in the receptacle 48."
"Ketone können auch nach den Methoden von Clemmensen (mit Zink, amalgamiertem Zink oder Zinn und Salzsäure, zweckmäßig in wäßrig-alkoholischer Lösung oder in heterogener Phase mit Wasser/Toluol bei Temperaturen zwischen etwa 80 und 120°) oder Wolff-Kishner (mit Hydrazin, Zweckmäßig in Gegenwart von Alkali wie KOH oder NaOH in einem hochsiedenden Lösungsmittel wie Diethylenglykol oder Triethylenglykol bei Temperaturen zwischen etwa 100 und 200°) zu den entsprechenden Verbindungen der Formel I, die Alkylgruppen und/oder -CH₂CH₂-Brücken enthalten, reduziert werden.","Ketones can also be reduced by the methods of Clemmensen (using zinc, zinc amalgam or tin and hydrochloric acid, preferably in aqueous-alcoholic solution or in the heterogeneous phase with water/toluene at temperatures between about 80° and 120°) or Wolff-Kishner (using hydrazine, preferably in the presence of alkali, such as KOH or NaOH, in a high-boiling solvent, such as diethylene glycol or triethylene glycol, at temperatures between about 100° and 200°) to form the corresponding compounds of the formula I which contain alkyl groups and/or --CH2 CH2 -- bridges."
"Ein vergleichbares Diagramm ergibt sich auch bei einer umgekehrten Anordnung von Nut 30 und keilförmigem Fortsatz 32.","A reverse arrangement of groove 30 and wedge-shaped protrusion 32 will also result in a comparable diagram."
"Reibwerkzeug nach Anspruch 1, dadurch gekennzeichnet, dass der Schneidkörper (18) als gesintertes Pressteil ausgebildet ist.","The reaming tool as claimed in claim 1, characterized in that the cutting body is a sintered pressed part."
"einer Verbindung der Formel (I) oder einer Mischung umfassend oder bestehend aus zwei oder mehr Verbindungen der Formel (I), wie jeweils oben definiert, vorzugsweise wie oben als bevorzugt bezeichnet, sowie","compound of Formula (I) or a mixture comprising or consisting of two or a plurality of compounds of Formula (I), as defined in each case above, preferably as identified above as preferred, and"
"Die erfindungsgemässen Verbindung sind insbesondere als Serotonin-2-Rezeptor-Antagonisten in Säugetieren wirksam und als therapeutische Wirkstoffe zur Behandlung von Krankheiten und Zuständen, die auf die Wirkung eines Serotonin-2-Rezeptur-Antagonisten ansprechen, inklusive Krankheiten des zentralen Nervensystem, des cardio-vaskulären Systems und des gastrointestinalen Systems.","The compounds of the invention are useful in mammals, primarily as serotonin-2 receptor antagonists and as therapeutic agents for the treatment of disorders and conditions which are responsive to the action of a serotonin-2 receptor antagonist, including disorders of the central nervous system, the cardiovascular system and the gastrointestinal system."
"Insbesondere eignen sich die erfindungsgemäßen Verbindungen der Formel I als Liganden von 5 HT2A- und/oder 5HT2C-Rezeptoren und können in der Human- und Veterinärmedizin zur Prophylaxe und Behandlung verschiedener Krankheiten des zentralen Nervensystems, wie z.B. Schizophrenie, Depression, Demenz, Dyskinesie, Parkinsonschen Krankheit, Morbus Alzheimer, Lewy Bodies Dementia, Huntington, Tourette Syndrom, Angst, Lern- und Erinnerungseinschränkungen, neurodegenerativen Erkrankungen und anderen kognitiven Beeinträchtigungen, sowie Nikotinabhängigkeit und Schmerzen verwendet werden.","In particular, the compounds of the formula I according to the invention are suitable as ligands of 5 HT2A and/or 5HT2C receptors and can be used in human and veterinary medicine for the prophylaxis and treatment of various diseases of the central nervous system, such as, for example, schizophrenia, depression, dementia, dyskinesia, Parkinson's disease, Alzheimer's disease, Lewy bodies dementia, Huntington's, Tourette's syndrome, anxiety, learning and memory impairments, neurodegenerative diseases and other cognitive impairments, as well as nicotine dependence and pain."
"Dadurch wird eine Verbesserung des Membranemulgierens erreicht, da der Anteil der dispersen Phase in einem weiteren Bereich variiert werden kann.","As a result, an improvement in the membrane emulsification is achieved since the fraction of disperse phase can be varied within a wider range."
"Mehrgliedrige Schienenfahrzeuge, wie beispielsweise Straßenbahnen haben infolge der Drehkopplung des Fahrwerks mit dem Wagenkasten um die vertikale Drehachse und infolge der Anordnung der Gliederelemente des Wagenkastens in Verbindung mit der Länge des Wagenüberhangs des Kopfmoduls und Endmoduls hohe Radsatzführungskräfte des führenden Rades.","Multi-unit rail vehicles, such as trams for example, have high wheel set guiding forces of the leading wheel owing to the rotary coupling of the bogie to the car body about the vertical axis of rotation and as a result of the arrangement of the unit elements of the car body in conjunction with the length of the car overhang of the head assembly and end assembly."
"Das Homopolymere hat im allgemeinen einen Schmelzflußindex von 1,0 bis 10 g/10 min, vorzugsweise 1,5 bis 5 g/10 min.","The homopolymer generally has a melt flow index of from 1.0 to 10 g/10 min, preferably from 1.5 to 5 g/10 min."
"Verfahren nach Anspruch 1, dadurch gekennzeichnet, daß man bei dem Merkmal I) zusätzlich d) wenigstens eine Regelpriorität vorgibt, in dem Sinne, daß die Einhaltung wenigstens eines Komponentenanteils oder einer Kardenband- bzw. Garneigenschaft Vorrang hat.","A method as set forth in claim 1 which further comprises the step of inputting the data into the regulating system indicative of at least one regulation priority whereby at least one component proportion or a card sliver characteristic has precedence."
"Die erfindungsgemäßen Schneckenelemente können auch mit anderen Schneckenelementen, die z.B. nach dem Stand der Technik bekannt sind, kombiniert werden.","The screw elements according to the invention may also be combined with other screw elements that are, for example, known from the prior art."
"Optional kann zusätzlich der Signal-Codierungs-Counter beibehalten werden.","If desired, it is additionally possible to maintain the signal coding counter."
"In einer ersten Variante kann das mindestens eine Eingriffsglied federnd, insbesondere an einem Arm an dem Spritzenhalter gebildet sein, wobei die Spritze über das proximale Ende mit der Nadel voraus in den Spritzenhalter, der vorzugsweise hülsenförmig ist, eingeschoben wird, wobei die Nadelschutzkappe das mindestens eine Eingriffsglied quer zur Längsachse nach außen, d. h. von der Längsachse weg auslenkt, wobei, wenn die Nadelschutzkappe vollständig an dem mindestens einen Eingriffsglied vorbei bewegt wurde, das mindestens eine Eingriffsglied in die Lücke zwischen dem sich verjüngenden Bereich und der Nadelschutzkappe einschnappt.","In a first variant, the at least one engagement element may be formed elastically, in particular, on one arm on the syringe holder, whereby the syringe is pushed with its proximal end and with the needle facing forward into the syringe holder, which is preferably sleeve-shaped, whereby the needle protective cap deflects the at least one engagement element outward transverse to the longitudinal axis, i.e., in a direction opposite the longitudinal axis, whereby, if the needle protective cap was moved completely past the at least one engagement element, the at least one engagement element snaps into the gap between the tapering area and the needle protective cap."
"gegebenenfalls üblichen Zusatzstoffen als Komponente (E).","if appropriate conventional additives, as component (E)."
"Die Transportfläche kann beispielsweise rechteckig sein oder eine andere Form aufweisen.","The transport area can be rectangular, for example, or can have any other suitable shape."
"Maximaldrehzahl im eingelegten Gang (erhöhen),","Maximum rotational speed in the engaged gear (increase),"
"Figur 3 zeigt schematisch die in der Beschichtungsstation 10 angeordneten Düsen 11 und 12 zum Auftrag des Butylklebers auf die tiefer liegenden streifenförmigen Teilflächen der Seitenflächen des Bandes 1.","FIG. 3 schematically shows the nozzles 11 and 12 which are arranged in the coating station 10 and are used for applying the butyl adhesive onto the lower strip-like partial surface areas of the side surfaces of the strip 1 ."
